ts,eid,mob,zone,hit,dmg,level,might,grace,will,dam,hit_stat,ac,self_x,self_y,mob_x,mob_y,facing,rel_dir,dist,weapon,gear
1786860001321,887157,,Buya,0,0,22,22,14,11,3,5,67,14,1,14,1,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860002045,887157,,Buya,0,0,22,22,14,11,3,5,67,14,1,14,1,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860002652,888529,,Buya,0,0,22,22,14,11,3,5,67,14,1,14,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860003256,888529,,Buya,0,0,22,22,14,11,3,5,67,14,1,14,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860003790,888529,,Buya,1,12,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860004395,888529,,Buya,1,14,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860005121,888529,,Buya,1,8,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860005727,888529,,Buya,1,8,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860006334,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860007061,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860007666,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860008269,888529,,Buya,1,136,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860008995,888529,,Buya,1,144,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860009598,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860010202,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860010932,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860011538,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860012142,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860012654,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860013385,888529,,Buya,1,144,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860013990,888529,,Buya,1,132,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860014597,888529,,Buya,1,132,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860015326,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860015933,888529,,Buya,1,140,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860016540,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860017266,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860017871,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860020602,888529,,Buya,1,132,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860021210,888529,,Buya,1,136,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860021812,888529,,Buya,1,132,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860022416,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860023145,888529,,Buya,0,0,22,22,14,11,3,5,67,14,3,14,3,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860023875,888529,,Buya,0,0,22,22,14,11,3,5,67,14,2,14,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860025250,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860025854,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860026458,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860027185,888531,,Buya,1,142,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860027696,888531,,Buya,1,142,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860028301,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860028908,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860029633,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860030239,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860030847,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860031575,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860032181,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860032788,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860033518,888531,,Buya,1,138,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860034124,888531,,Buya,1,140,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860034731,888531,,Buya,1,142,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860035453,888531,,Buya,1,132,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860037246,888531,,Buya,1,132,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860037854,888531,,Buya,1,142,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860038459,888531,,Buya,1,132,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860039187,888531,,Buya,1,138,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860039794,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860040399,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860041124,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860041729,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860044462,888531,,Buya,1,134,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860044966,888531,,Buya,0,0,22,22,14,11,3,5,67,16,3,17,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860045694,888531,,Buya,0,0,22,22,14,11,3,5,67,17,3,17,3,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860046422,888531,,Buya,0,0,22,22,14,11,3,5,67,17,2,17,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860048299,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860048905,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860049515,888527,,Buya,1,142,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860050244,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860050850,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860051455,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860052181,888527,,Buya,1,134,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860052787,888527,,Buya,1,134,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860053393,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860054121,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860054728,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860055337,888527,,Buya,1,134,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860056067,888527,,Buya,1,138,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860056674,888527,,Buya,1,138,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860057282,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860058007,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860058615,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860059221,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860059944,888527,,Buya,1,142,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860060454,888527,,Buya,1,136,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860061059,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860061665,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860062396,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860063001,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860063609,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860064340,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860064946,888527,,Buya,0,0,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860065554,888527,,Buya,1,132,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860068652,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860069259,888527,,Buya,1,140,22,22,14,11,3,5,67,14,3,13,3,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860069989,888527,,Buya,0,0,22,22,14,11,3,5,67,13,3,13,3,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860070718,888527,,Buya,0,0,22,22,14,11,3,5,67,13,2,13,3,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860071440,888527,,Buya,0,0,22,22,14,11,3,5,67,13,3,13,3,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860088537,884327,,Buya,0,0,22,22,14,11,3,5,67,3,1,2,1,3,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860089124,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860089731,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860090338,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860090935,884327,,Buya,0,0,22,22,14,11,3,5,67,3,1,3,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860091660,884327,,Buya,0,0,22,22,14,11,3,5,67,3,1,3,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860092266,884327,,Buya,0,0,22,22,14,11,3,5,67,3,1,3,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860092854,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860093463,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860094193,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860094800,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860095406,884327,,Buya,1,132,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860096133,884327,,Buya,1,134,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860096739,884327,,Buya,1,134,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860097347,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860098072,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860098677,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860099281,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860100008,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860100615,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860101220,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860101950,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860102554,884327,,Buya,1,70,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860103160,884327,,Buya,0,0,22,22,14,11,3,5,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860103888,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860104492,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860107786,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860108393,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860110452,884327,,Buya,1,69,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860112150,884327,,Buya,1,72,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860113608,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860114214,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860116943,884327,,Buya,1,136,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860117548,884327,,Buya,1,140,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860118154,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860118882,884327,,Buya,1,134,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860119492,884327,,Buya,1,136,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860120099,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860120846,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860121452,884327,,Buya,1,142,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860122058,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860122782,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860123389,884327,,Buya,1,138,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860123996,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860124726,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860125331,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860125937,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860127495,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860128102,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860128709,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860129436,884327,,Buya,0,0,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860130042,884327,,Buya,1,134,22,22,14,11,3,3,67,2,1,2,2,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860133602,888524,,Buya,0,0,22,22,14,11,3,5,67,2,3,3,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860134207,888524,,Buya,0,0,22,22,14,11,3,5,67,2,3,3,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860134812,888524,,Buya,0,0,22,22,14,11,3,5,67,2,3,3,3,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860135396,888524,,Buya,0,0,22,22,14,11,3,5,67,2,4,3,4,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860136146,888524,,Buya,0,0,22,22,14,11,3,5,67,2,4,3,4,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860136753,888524,,Buya,0,0,22,22,14,11,3,5,67,2,4,3,4,1,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860137286,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860137892,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860138495,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860139220,888524,,Buya,1,20,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860139825,888524,,Buya,1,26,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860140429,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860141153,888524,,Buya,1,32,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860141758,888524,,Buya,1,138,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860142362,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860143091,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860143695,888524,,Buya,1,132,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860144301,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860145026,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860145631,888524,,Buya,1,132,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860146239,888524,,Buya,1,132,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860146964,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860147570,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860148174,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860148901,888524,,Buya,1,134,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860149506,888524,,Buya,1,132,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860150111,888524,,Buya,1,138,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860150838,888524,,Buya,1,144,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860151343,888524,,Buya,1,140,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860152073,888524,,Buya,0,0,22,22,14,11,3,5,67,3,5,3,5,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860152808,888524,,Buya,0,0,22,22,14,11,3,5,67,3,4,3,5,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860153543,888524,,Buya,0,0,22,22,14,11,3,5,67,3,5,3,5,0,1,0,Military fork,Military fork|Jade scale mail|Merchant helm
1786860154443,890679,,Buya,0,0,22,22,14,11,3,5,67,5,5,5,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860155030,890679,,Buya,0,0,22,22,14,11,3,5,67,4,5,4,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860155640,890679,,Buya,0,0,22,22,14,11,3,5,67,4,5,4,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860156249,890679,,Buya,0,0,22,22,14,11,3,5,67,4,5,4,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860157083,890679,,Buya,0,0,22,22,14,11,3,5,67,5,5,5,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860157690,890679,,Buya,0,0,22,22,14,11,3,5,67,5,5,5,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860158297,890679,,Buya,0,0,22,22,14,11,3,5,67,5,5,5,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860158887,890679,,Buya,0,0,22,22,14,11,3,5,67,6,5,6,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860159620,890679,,Buya,0,0,22,22,14,11,3,5,67,6,5,6,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860160223,890679,,Buya,1,28,22,22,14,11,3,5,67,6,5,6,6,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860160817,890679,,Buya,1,28,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860161425,890679,,Buya,0,0,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860162154,890679,,Buya,1,8,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860162759,890679,,Buya,0,0,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860163369,890679,,Buya,0,0,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860164101,890679,,Buya,0,0,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
1786860164710,890679,,Buya,1,134,22,22,14,11,3,5,67,6,6,6,7,2,0,1,Military fork,Military fork|Jade scale mail|Merchant helm
